"","caseid","V012","V106","V107","V130","V131","V190","V201","V212","V217","V218","V221","V244","V301","V302A","V312","V364","V384A","V384B","V384C","V384D"
"588","1588",38,2,5,1,1,4,1,34,2,1,996,1,3,NA,1,1,1,1,1,1
"589","1589",30,2,5,1,1,4,2,22,2,2,19,0,3,NA,1,1,0,0,0,0
"590","1590",42,1,7,1,3,4,4,24,3,4,996,0,3,NA,6,1,0,1,0,0
"591","1591",27,3,3,1,1,5,1,19,3,1,9,1,3,NA,1,1,1,1,1,0
"592","1592",35,2,5,1,5,4,2,26,2,2,22,1,3,NA,3,1,1,1,1,1
"593","1593",41,2,5,1,1,4,2,24,2,2,9,1,3,NA,9,2,0,0,1,0
"594","1594",47,3,3,1,1,5,4,22,3,4,17,0,3,1,0,4,1,1,0,0
"595","1595",17,2,5,1,1,5,0,NA,3,0,NA,8,3,0,0,4,0,1,0,0
"596","1596",30,2,5,1,1,2,1,19,3,1,10,1,3,0,0,4,0,1,0,0
"597","1597",37,3,3,3,1,4,4,16,4,4,24,1,3,NA,3,1,1,1,1,1
"598","1598",36,2,5,1,4,4,1,25,2,1,51,1,3,1,0,3,0,1,0,0
"599","1599",49,2,5,1,1,5,0,NA,3,0,NA,0,3,0,0,4,0,1,0,0
"600","1600",47,3,1,1,1,5,0,NA,3,0,NA,0,3,0,0,4,1,1,0,0
"601","1601",21,2,5,1,13,2,0,NA,3,0,NA,1,3,0,0,4,0,1,1,0
"602","1602",24,2,5,1,13,2,0,NA,2,0,NA,8,3,0,0,4,1,1,1,1
"603","1603",19,2,5,1,13,2,0,NA,8,0,NA,8,3,0,0,4,0,0,1,0
"604","1604",27,2,5,1,5,4,2,19,2,2,23,1,3,NA,1,1,1,1,1,1
"605","1605",26,3,3,1,6,5,0,NA,2,0,NA,0,3,0,0,3,0,0,0,0
"606","1606",36,3,1,1,6,5,1,24,2,1,9,0,3,0,0,3,0,1,0,0
"607","1607",15,2,1,1,3,3,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"608","1608",47,3,3,1,1,5,1,27,3,1,14,0,3,1,0,4,1,1,1,0
"609","1609",43,2,5,1,1,5,2,19,2,2,18,0,3,NA,1,1,0,1,0,0
"610","1610",26,2,5,1,5,5,1,21,2,1,10,0,3,NA,1,1,0,0,0,0
"611","1611",38,3,3,1,1,5,0,NA,3,0,NA,0,3,0,0,4,0,1,0,0
"612","1612",25,2,5,1,1,3,2,20,3,2,36,1,3,NA,1,1,1,1,1,0
"613","1613",44,2,5,1,1,4,5,26,3,5,4,1,3,NA,9,2,1,1,1,0
"614","1614",18,3,1,1,1,4,0,NA,3,0,NA,8,3,0,0,4,1,1,1,0
"615","1615",48,2,5,1,1,5,5,22,2,5,80,0,3,NA,2,1,0,0,0,0
"616","1616",20,2,5,1,1,5,0,NA,3,0,NA,0,3,0,0,3,0,0,0,0
"617","1617",18,2,5,1,1,5,0,NA,2,0,NA,0,3,0,0,4,0,0,0,0
"618","1618",25,2,5,1,1,5,2,21,2,2,29,1,3,NA,3,1,0,0,0,0
"619","1619",23,2,5,1,1,5,0,NA,3,0,NA,0,3,0,0,4,0,0,0,0
"620","1620",31,2,5,1,37,4,2,22,3,2,11,0,3,NA,9,2,0,1,0,0
"621","1621",49,2,5,1,1,4,3,29,3,3,25,1,3,NA,6,1,1,1,0,0
"622","1622",42,2,5,1,3,5,4,20,2,4,27,0,3,NA,6,1,0,0,0,0
"623","1623",22,2,3,1,3,5,1,21,2,1,26,0,3,NA,3,1,0,0,0,0
"624","1624",25,3,3,1,1,4,0,NA,3,0,NA,0,3,1,0,4,1,1,0,0
"625","1625",37,3,3,1,1,4,0,NA,3,0,NA,8,3,0,0,4,1,1,1,0
"626","1626",22,2,5,1,1,4,3,15,2,3,996,1,3,NA,11,1,1,1,1,1
"627","1627",26,1,7,1,1,5,1,26,2,1,10,1,3,NA,9,2,0,0,0,0
"628","1628",25,3,2,1,1,4,1,23,3,1,6,0,3,NA,8,2,0,1,0,0
"629","1629",45,2,5,1,5,4,4,24,3,3,22,1,3,NA,1,1,1,1,1,0
"630","1630",18,2,5,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,1,1,0
"631","1631",16,2,3,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"632","1632",20,2,4,1,1,5,0,NA,3,0,NA,0,3,0,0,4,0,0,0,0
"633","1633",25,3,3,1,1,4,0,NA,3,0,NA,0,3,0,0,4,0,1,1,0
"634","1634",23,2,5,1,1,4,0,NA,3,0,NA,8,3,0,0,4,1,1,1,0
"635","1635",41,3,3,1,3,5,3,32,2,3,7,0,3,1,0,4,0,0,1,0
"636","1636",36,3,3,1,5,4,5,24,3,5,15,0,3,NA,3,1,1,1,0,0
"637","1637",44,2,5,5,8,4,1,36,3,1,120,1,3,0,0,4,0,0,0,0
"638","1638",33,3,3,1,1,5,3,23,2,3,4,0,3,1,0,4,0,0,1,0
"639","1639",22,3,2,1,4,5,0,NA,2,0,NA,1,3,0,0,3,1,1,1,0
"640","1640",26,3,3,1,1,5,0,NA,3,0,NA,1,3,0,0,4,0,1,0,0
"641","1641",35,3,3,1,1,5,2,32,8,2,19,0,3,NA,5,1,1,1,1,0
"642","1642",36,3,3,1,1,5,0,NA,3,0,NA,1,3,1,0,4,1,1,0,0
"643","1643",31,3,3,1,1,5,4,19,2,4,0,1,3,0,0,4,0,1,1,0
"644","1644",46,1,7,1,13,5,0,NA,2,0,NA,1,3,0,0,4,0,1,0,0
"645","1645",42,2,5,2,4,5,6,18,2,5,10,1,3,NA,6,1,0,1,0,1
"646","1646",25,3,3,1,1,5,0,NA,3,0,NA,1,3,NA,9,2,0,1,1,0
"647","1647",43,2,4,1,1,5,3,24,2,3,14,1,3,NA,1,1,1,1,1,0
"648","1648",19,2,5,1,13,4,0,NA,8,0,NA,8,3,0,0,4,1,1,0,0
"649","1649",41,3,3,3,1,5,0,NA,2,0,NA,1,3,0,0,4,0,1,0,1
"650","1650",32,3,3,1,3,5,0,NA,2,0,NA,1,3,NA,5,1,0,1,1,0
"651","1651",40,3,3,1,1,5,2,27,3,2,996,1,3,0,0,4,0,1,1,0
"652","1652",44,0,NA,1,1,5,0,NA,2,0,NA,1,3,0,0,4,0,1,1,0
"653","1653",48,3,5,1,6,5,0,NA,2,0,NA,8,3,0,0,4,0,0,1,0
"654","1654",25,3,0,1,1,5,2,17,3,2,14,1,3,NA,1,1,0,1,1,0
"655","1655",46,3,3,1,6,5,0,NA,2,0,NA,8,3,0,0,4,0,0,1,0
"656","1656",35,3,3,1,13,5,2,29,2,2,110,1,3,0,0,4,0,0,0,0
"657","1657",23,3,0,1,13,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"658","1658",49,2,5,1,1,2,1,35,2,1,129,1,3,0,0,4,0,0,1,0
"659","1659",34,3,1,2,5,4,4,22,3,4,7,1,3,NA,8,2,0,1,0,0
"660","1660",46,2,5,1,1,5,2,19,2,2,18,1,3,NA,9,2,1,1,1,1
"661","1661",27,3,3,1,1,5,2,23,2,2,2,1,3,NA,1,1,1,1,1,0
"662","1662",23,3,1,1,1,3,1,22,5,1,8,0,3,NA,9,2,0,0,0,0
"663","1663",42,2,5,1,13,4,4,21,2,4,8,1,3,1,0,4,1,1,1,0
"664","1664",18,2,4,1,1,4,1,17,8,1,1,0,3,NA,9,2,1,1,1,1
"665","1665",30,3,1,1,1,4,0,NA,2,0,NA,1,3,0,0,3,0,1,0,0
"666","1666",39,2,4,1,4,3,3,22,8,3,33,1,3,NA,1,1,0,1,0,0
"667","1667",37,2,3,1,96,3,3,19,2,3,44,1,3,NA,9,2,1,1,1,0
"668","1668",16,2,3,1,1,3,0,NA,8,0,NA,8,3,NA,9,2,1,1,1,0
"669","1669",30,3,0,1,1,3,4,20,2,4,6,1,3,NA,1,1,0,0,0,0
"670","1670",22,2,5,1,13,3,2,19,2,2,21,1,3,NA,9,2,0,1,1,0
"671","1671",28,2,5,1,1,3,1,20,2,1,9,1,3,NA,5,1,0,1,1,0
"672","1672",30,1,7,1,13,3,3,18,5,3,24,1,3,1,0,3,1,1,0,0
"673","1673",37,3,3,1,13,5,3,23,2,3,996,1,3,NA,6,1,0,1,0,0
"674","1674",30,3,1,1,5,2,0,NA,8,0,NA,8,3,NA,9,2,1,1,1,1
"675","1675",45,2,5,1,1,4,0,NA,8,0,NA,1,3,0,0,4,1,1,1,0
"676","1676",29,3,5,1,5,4,0,NA,3,0,NA,8,3,0,0,3,0,1,0,1
"677","1677",27,3,2,1,1,5,0,NA,2,0,NA,1,3,0,0,3,0,1,1,0
"678","1678",25,1,2,1,1,5,0,NA,8,0,NA,8,0,0,0,4,0,1,1,0
"679","1679",18,2,3,1,1,5,0,NA,8,0,NA,8,3,0,0,3,1,1,1,0
"680","1680",17,2,2,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,1,0
"681","1681",30,1,3,1,2,3,2,21,4,2,34,1,3,NA,1,1,0,1,0,0
"682","1682",28,3,2,1,1,4,2,14,2,2,1,1,3,0,0,4,0,1,1,0
"683","1683",32,3,1,1,3,2,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"684","1684",27,2,3,1,2,3,2,17,4,2,996,8,3,NA,1,1,0,0,0,0
"685","1685",42,2,5,1,1,4,0,NA,3,0,NA,1,3,0,0,4,1,1,1,1
"686","1686",44,2,3,1,13,5,2,22,2,2,38,1,3,1,0,3,0,0,0,0
"687","1687",21,3,3,1,1,5,0,NA,2,0,NA,0,3,1,0,3,0,1,0,0
"688","1688",30,3,0,1,1,5,1,25,2,1,26,1,3,0,0,4,0,1,1,0
"689","1689",16,1,6,1,1,3,0,NA,8,0,NA,8,3,0,0,4,1,1,1,1
"690","1690",31,2,4,1,37,2,4,19,2,4,14,1,3,NA,8,2,0,1,0,0
"691","1691",25,2,5,1,13,3,2,17,5,2,996,1,3,0,0,3,0,0,0,0
"692","1692",27,2,5,1,1,4,1,19,2,1,996,1,3,NA,1,1,1,1,1,0
"693","1693",19,2,3,1,1,4,1,17,2,1,15,1,3,0,0,4,1,1,1,0
"694","1694",38,2,5,1,1,4,2,27,3,2,8,1,3,NA,9,2,0,1,1,0
"695","1695",19,3,0,2,1,2,0,NA,2,0,NA,0,3,NA,10,2,1,1,0,0
"696","1696",44,2,5,1,37,4,2,17,2,2,27,1,3,NA,8,2,1,1,1,0
"697","1697",23,2,5,1,1,4,1,19,8,1,NA,8,3,NA,9,2,0,1,1,0
"698","1698",18,3,1,1,1,4,0,NA,8,0,NA,8,3,0,0,3,1,1,1,0
"699","1699",47,1,7,1,13,3,4,20,2,3,18,1,3,1,0,4,1,1,0,0
"700","1700",22,3,3,2,13,3,0,NA,8,0,NA,0,3,0,0,3,0,1,0,1
"701","1701",19,3,1,2,13,3,0,NA,8,0,NA,0,3,0,0,4,0,0,0,0
"702","1702",15,2,3,2,13,3,0,NA,8,0,NA,8,3,0,0,4,0,1,1,0
"703","1703",23,3,3,1,1,5,1,21,2,1,10,1,3,NA,1,1,0,1,1,0
"704","1704",18,2,5,1,1,5,0,NA,8,0,NA,1,3,1,0,3,0,0,0,0
"705","1705",23,3,3,1,1,4,0,NA,8,0,NA,1,3,NA,5,1,1,1,1,0
"706","1706",41,2,5,1,1,4,5,19,2,5,4,1,3,0,0,4,1,1,1,0
"707","1707",22,3,3,1,1,4,0,NA,2,0,NA,1,3,0,0,4,1,1,1,0
"708","1708",35,3,0,1,3,5,2,24,2,2,0,1,3,1,0,3,0,0,0,0
"709","1709",26,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,1,0
"710","1710",35,2,5,1,13,3,0,NA,8,0,NA,1,3,0,0,4,1,1,1,0
"711","1711",31,3,3,1,1,4,0,NA,2,0,NA,1,3,NA,9,2,0,1,0,0
"712","1712",38,3,3,1,1,5,2,29,2,2,9,8,3,NA,3,1,1,0,0,0
"713","1713",19,2,5,1,13,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"714","1714",18,2,5,1,13,5,0,NA,8,0,NA,8,3,1,0,3,0,0,0,0
"715","1715",18,3,1,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"716","1716",26,3,3,1,13,5,0,NA,2,0,NA,1,3,0,0,4,1,1,0,0
"717","1717",23,3,3,1,2,3,0,NA,2,0,NA,1,3,0,0,3,0,0,0,0
"718","1718",15,2,2,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"719","1719",34,3,3,2,1,5,3,17,3,3,20,1,3,0,0,4,0,1,0,0
"720","1720",16,2,5,2,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"721","1721",48,2,4,1,1,4,2,27,2,1,996,1,3,NA,2,1,1,1,1,0
"722","1722",38,3,3,1,1,5,2,30,4,2,20,1,3,NA,3,1,1,1,1,0
"723","1723",34,3,3,1,4,5,1,31,8,1,84,0,3,NA,1,1,0,0,0,0
"724","1724",47,3,1,1,1,5,4,26,3,4,16,1,3,NA,9,2,0,0,0,0
"725","1725",20,3,2,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"726","1726",18,2,5,1,1,5,0,NA,8,0,NA,1,3,0,0,3,1,1,0,0
"727","1727",19,3,2,1,13,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"728","1728",16,2,4,1,13,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"729","1729",31,3,0,1,1,4,3,22,2,3,1,1,3,NA,6,1,1,1,1,0
"730","1730",25,3,3,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"731","1731",36,3,3,1,1,5,0,NA,2,0,NA,1,3,0,0,4,1,1,1,0
"732","1732",23,3,3,1,2,3,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"733","1733",23,3,1,3,1,4,0,NA,2,0,NA,0,3,0,0,4,1,1,1,0
"734","1734",19,3,2,2,1,4,0,NA,2,0,NA,1,3,0,0,4,0,1,1,0
"735","1735",31,3,3,1,4,5,1,29,3,1,10,8,3,NA,1,1,0,0,0,0
"736","1736",49,2,4,1,37,5,1,22,8,1,34,1,3,0,0,4,1,1,1,0
"737","1737",27,3,3,1,37,5,0,NA,8,0,NA,0,3,0,0,3,1,1,1,1
"738","1738",34,3,1,1,1,3,0,NA,2,0,NA,1,3,NA,5,1,0,1,1,0
"739","1739",32,2,5,1,13,4,2,22,2,2,15,1,3,NA,9,2,1,1,0,0
"740","1740",36,3,3,1,1,4,0,NA,2,0,NA,8,3,0,0,4,1,1,1,0
"741","1741",38,3,3,1,1,5,2,24,3,2,4,8,3,NA,9,2,0,0,0,0
"742","1742",39,3,3,1,1,5,2,23,2,2,5,1,3,NA,1,1,0,1,1,0
"743","1743",48,3,3,1,1,5,1,31,2,1,35,1,3,0,0,4,1,0,0,0
"744","1744",17,2,5,1,1,5,0,NA,5,0,NA,1,3,0,0,4,0,1,1,0
"745","1745",28,2,5,1,5,5,1,23,8,1,NA,8,3,0,0,3,0,0,0,0
"746","1746",49,3,0,1,13,5,7,21,2,7,7,1,3,NA,10,2,0,1,0,0
"747","1747",22,3,1,1,5,5,0,NA,5,0,NA,8,3,0,0,4,1,1,0,0
"748","1748",24,2,5,1,5,5,1,20,2,1,NA,0,3,NA,8,2,0,1,0,0
"749","1749",21,3,1,1,1,4,1,21,2,1,2,1,3,NA,1,1,0,1,1,0
"750","1750",31,3,3,1,1,4,2,28,2,2,2,1,3,NA,1,1,0,1,0,0
"751","1751",30,3,0,1,1,4,1,26,2,1,2,1,3,NA,1,1,0,1,0,0
"752","1752",22,2,5,1,37,4,3,15,2,3,7,0,3,NA,1,1,0,0,0,0
"753","1753",27,3,1,2,1,4,3,23,3,3,5,0,3,NA,6,1,1,1,1,1
"754","1754",25,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,1,0
"755","1755",32,3,3,1,1,5,3,19,2,3,1,1,3,0,0,4,0,1,1,0
"756","1756",23,3,3,1,13,5,0,NA,2,0,NA,8,3,0,0,3,0,1,0,0
"757","1757",31,3,0,1,1,5,0,NA,2,0,NA,1,3,NA,1,1,0,1,0,0
"758","1758",49,3,1,1,96,4,4,19,2,4,996,1,3,1,0,4,0,1,0,0
"759","1759",22,3,3,1,1,4,0,NA,8,0,NA,1,3,0,0,3,1,1,1,0
"760","1760",48,2,5,1,3,5,3,23,2,3,4,1,3,NA,3,1,1,1,0,0
"761","1761",23,3,3,1,3,5,0,NA,8,0,NA,8,3,0,0,4,0,1,1,0
"762","1762",20,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,1,0
"763","1763",25,3,3,1,1,5,1,21,2,1,1,1,3,NA,1,1,1,1,1,0
"764","1764",26,1,2,1,1,3,2,17,1,2,21,1,3,NA,9,2,0,0,0,0
"765","1765",24,2,5,1,13,5,2,23,2,2,9,1,3,0,0,3,1,1,1,0
"766","1766",45,2,5,1,1,4,2,23,2,2,14,1,3,1,0,4,1,1,1,0
"767","1767",21,3,0,1,1,4,1,17,2,1,1,1,3,NA,1,1,1,1,1,0
"768","1768",34,2,5,1,4,3,1,27,2,1,24,1,3,NA,1,1,0,1,1,0
"769","1769",24,3,2,2,1,5,1,21,2,1,6,1,3,NA,8,2,1,1,1,0
"770","1770",29,2,5,1,37,4,2,20,2,2,34,1,3,NA,1,1,0,1,0,0
"771","1771",37,2,5,1,37,4,3,22,5,3,42,1,3,NA,1,1,1,1,1,0
"772","1772",32,3,3,1,1,5,2,27,2,2,12,1,3,NA,9,2,0,0,0,0
"773","1773",17,2,4,2,1,3,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"774","1774",41,2,5,1,1,3,2,22,2,2,NA,8,3,NA,1,1,0,1,1,0
"775","1775",19,2,5,1,1,3,0,NA,4,0,NA,8,3,0,0,3,0,1,0,1
"776","1776",48,3,3,2,3,5,3,24,3,2,5,8,3,NA,6,1,0,1,0,0
"777","1777",23,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,3,1,1,0,0
"778","1778",48,3,1,1,5,5,3,26,2,3,5,1,3,NA,9,2,1,1,0,0
"779","1779",23,3,3,1,96,5,0,NA,8,0,NA,8,3,0,0,3,1,0,0,0
"780","1780",21,3,3,2,96,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"781","1781",45,3,1,1,13,5,3,23,2,3,8,1,3,NA,6,1,0,1,0,0
"782","1782",42,2,5,1,5,4,6,16,2,6,11,0,3,NA,6,1,0,0,0,0
"783","1783",22,2,5,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"784","1784",19,3,0,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"785","1785",47,2,5,1,5,5,3,21,2,3,14,1,3,1,0,4,0,1,0,0
"786","1786",23,2,5,1,1,5,0,NA,8,0,NA,8,3,0,0,3,1,1,0,0
"787","1787",24,3,7,1,1,5,0,NA,8,0,NA,1,3,0,0,4,0,0,0,0
"788","1788",27,3,3,1,1,5,0,NA,8,0,NA,1,3,NA,9,2,0,1,0,0
"789","1789",40,3,2,1,1,5,1,21,3,1,3,8,3,NA,2,1,0,1,0,0
"790","1790",19,3,2,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"791","1791",39,3,0,1,1,5,1,32,8,1,NA,8,3,0,0,3,1,0,0,0
"792","1792",32,3,1,1,4,4,3,22,2,3,12,1,3,0,0,4,1,1,1,0
"793","1793",40,3,0,1,1,5,1,26,2,1,996,0,3,NA,9,2,0,0,0,0
"794","1794",36,3,0,1,1,5,1,26,2,1,NA,8,3,0,0,3,1,0,0,0
"795","1795",48,2,4,1,1,3,4,19,3,4,31,0,3,NA,9,2,1,1,0,0
"796","1796",23,2,5,1,1,1,2,19,2,2,996,1,3,0,0,3,0,0,0,0
"797","1797",24,3,3,1,1,5,0,NA,3,0,NA,0,3,0,0,4,0,1,1,0
"798","1798",28,3,3,1,1,5,2,22,3,2,5,1,3,NA,9,2,1,1,1,1
"799","1799",48,3,3,1,1,5,3,29,2,3,17,1,3,0,0,4,0,1,0,0
"800","1800",19,2,5,1,1,5,0,NA,2,0,NA,1,3,NA,5,1,0,1,0,0
"801","1801",17,2,5,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,1,0,0
"802","1802",38,3,1,1,5,4,1,20,2,1,64,1,3,0,0,4,0,1,1,0
"803","1803",20,3,1,1,1,4,1,17,2,1,2,1,3,NA,5,1,0,0,0,0
"804","1804",41,2,5,1,96,3,5,19,2,5,10,1,3,NA,6,1,1,1,1,0
"805","1805",21,3,3,1,96,3,0,NA,8,0,NA,8,3,0,0,3,0,1,0,0
"806","1806",17,2,4,1,1,3,0,NA,8,0,NA,1,3,0,0,3,1,1,0,1
"807","1807",30,3,3,1,1,5,2,23,3,2,13,0,3,NA,9,2,1,1,0,0
"808","1808",42,2,5,1,5,3,5,26,2,5,16,1,3,NA,6,1,1,1,1,0
"809","1809",47,2,5,1,1,4,0,NA,2,0,NA,1,3,0,0,4,1,1,0,0
"810","1810",25,2,5,1,1,2,3,15,2,3,6,1,3,NA,11,1,1,1,0,0
"811","1811",35,2,5,1,1,3,1,25,2,1,NA,1,3,0,0,4,0,0,0,0
"812","1812",28,2,5,2,6,4,2,20,2,2,11,1,3,NA,13,1,1,1,0,0
"813","1813",23,3,3,1,1,5,0,NA,2,0,NA,1,3,1,0,3,1,1,1,0
"814","1814",15,2,3,1,1,5,0,NA,8,0,NA,8,3,0,0,4,1,1,0,0
"815","1815",27,3,3,1,1,5,0,NA,8,0,NA,1,3,0,0,3,0,1,0,0
"816","1816",49,2,5,1,1,3,2,21,3,2,10,1,3,1,0,4,0,1,0,0
"817","1817",20,3,3,1,1,3,0,NA,8,0,NA,1,3,0,0,3,1,1,0,0
"818","1818",30,3,3,1,1,5,3,25,2,3,16,1,3,0,0,4,0,1,0,0
"819","1819",36,3,3,2,1,5,0,NA,1,0,NA,1,3,0,0,4,1,0,0,0
"820","1820",36,3,3,1,1,5,1,35,2,1,NA,1,3,0,0,4,0,1,0,0
"821","1821",24,2,5,1,1,4,2,18,2,2,996,1,3,NA,1,1,1,1,1,0
"822","1822",39,2,5,1,1,3,2,19,2,2,996,1,3,1,0,4,1,1,1,1
"823","1823",48,1,2,1,5,2,3,18,2,3,0,1,3,1,0,4,1,0,1,0
"824","1824",47,3,3,1,1,4,5,21,2,5,12,1,3,NA,6,1,0,0,0,0
"825","1825",23,3,1,1,1,4,1,18,1,1,7,1,3,1,0,3,0,0,0,0
"826","1826",35,3,3,1,1,5,1,25,2,1,24,1,3,NA,1,1,1,1,0,0
"827","1827",42,2,5,1,13,5,0,NA,8,0,NA,8,3,0,0,4,0,1,1,0
"828","1828",41,3,1,1,1,5,3,20,3,3,13,1,3,NA,1,1,0,0,0,0
"829","1829",16,2,4,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"830","1830",39,3,1,1,1,5,3,19,2,3,11,8,3,NA,9,2,0,0,1,0
"831","1831",19,2,5,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"832","1832",46,2,5,1,13,5,0,NA,8,0,NA,8,0,0,0,4,1,1,1,1
"833","1833",21,3,2,6,37,5,0,NA,8,0,NA,8,3,0,0,3,1,1,1,0
"834","1834",32,2,5,1,1,5,3,19,2,3,22,1,3,0,0,4,0,1,1,0
"835","1835",45,3,1,1,1,5,3,20,3,3,1,0,3,NA,6,1,1,1,0,0
"836","1836",22,3,3,1,1,5,0,NA,3,0,NA,1,3,0,0,4,1,1,0,0
"837","1837",34,3,1,1,2,5,1,26,2,1,14,1,3,NA,1,1,1,1,1,0
"838","1838",27,2,5,1,1,4,0,NA,3,0,NA,1,3,0,0,4,0,1,0,0
"839","1839",30,3,1,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"840","1840",42,3,3,1,13,4,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"841","1841",20,3,1,1,13,4,0,NA,8,0,NA,8,3,0,0,3,0,1,0,0
"842","1842",45,3,3,1,13,4,0,NA,8,0,NA,0,3,0,0,4,1,0,0,0
"843","1843",22,3,3,1,1,5,0,NA,8,0,NA,1,3,0,0,4,0,1,0,0
"844","1844",20,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"845","1845",24,3,3,1,1,5,0,NA,4,0,NA,8,3,0,0,4,0,0,0,0
"846","1846",32,3,3,1,1,5,1,30,2,1,996,0,3,NA,13,1,0,0,0,0
"847","1847",48,2,5,1,1,5,2,21,2,2,8,1,3,1,0,4,0,1,1,0
"848","1848",26,3,3,1,1,5,0,NA,8,0,NA,1,3,0,0,3,0,1,0,0
"849","1849",23,3,3,1,96,5,0,NA,2,0,NA,8,3,0,0,4,1,1,0,0
"850","1850",19,3,1,6,1,5,0,NA,8,0,NA,1,3,0,0,3,1,1,1,0
"851","1851",37,3,1,1,5,5,1,21,2,1,22,1,3,NA,1,1,0,1,0,0
"852","1852",15,2,4,1,5,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"853","1853",25,3,0,1,1,5,2,20,2,2,16,0,3,0,0,3,1,1,1,0
"854","1854",37,2,5,1,1,4,4,17,5,4,7,0,3,NA,9,2,1,1,1,1
"855","1855",19,3,2,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"856","1856",36,3,3,1,1,4,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"857","1857",47,3,3,1,1,4,2,27,2,2,14,1,3,0,0,4,0,1,1,0
"858","1858",49,3,1,1,1,5,1,28,2,1,8,1,3,0,0,4,0,0,0,0
"859","1859",20,3,2,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"860","1860",19,3,1,1,3,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"861","1861",18,2,5,1,3,5,0,NA,1,0,NA,8,3,0,0,4,0,0,0,0
"862","1862",34,3,3,1,1,5,1,28,2,1,NA,1,3,0,0,4,0,1,1,0
"863","1863",40,3,1,1,6,5,2,23,2,2,24,1,3,NA,1,1,1,1,1,0
"864","1864",17,2,4,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"865","1865",47,3,3,1,4,4,2,32,8,2,14,1,3,0,0,4,1,1,1,0
"866","1866",49,3,3,1,1,4,0,NA,8,0,NA,8,3,0,0,4,1,1,1,0
"867","1867",20,3,3,1,13,3,0,NA,2,0,NA,8,3,0,0,3,0,0,0,0
"868","1868",35,3,3,1,1,5,1,30,2,1,14,1,3,NA,1,1,0,1,1,0
"869","1869",36,3,2,1,1,5,0,NA,8,0,NA,1,3,0,0,4,0,1,0,0
"870","1870",37,3,2,1,1,5,2,23,2,2,3,1,3,NA,1,1,0,1,0,0
"871","1871",31,2,5,1,13,3,2,18,2,2,56,1,3,1,0,4,0,0,0,0
"872","1872",45,3,7,1,1,5,4,26,3,4,12,1,3,NA,6,1,1,1,1,1
"873","1873",19,3,1,1,1,5,0,NA,2,0,NA,8,3,0,0,4,0,1,0,0
"874","1874",22,2,5,1,13,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"875","1875",26,3,3,1,96,3,0,NA,2,0,NA,1,3,0,0,4,0,1,1,1
"876","1876",25,2,5,1,96,3,1,23,2,1,12,8,3,NA,1,1,1,1,1,1
"877","1877",33,2,5,1,1,2,3,16,2,3,14,1,3,NA,1,1,0,1,0,0
"878","1878",19,3,1,1,1,3,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"879","1879",22,3,1,1,1,3,0,NA,2,0,NA,8,3,0,0,3,0,0,0,0
"880","1880",19,3,2,1,1,5,0,NA,4,0,NA,1,3,0,0,3,1,1,1,0
"881","1881",32,3,2,1,5,5,0,NA,8,0,NA,1,3,0,0,4,0,1,0,0
